,mu,sigma,trials,cluster size,decision,alpha,tau,epsilon,clustering,labels,mut inf scr,adj mis,norm mis,adj rand s,complet,homogen,vmeas
12,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.2, 0.3]",,spect_esk_sim,[1 0 0 0 0 1 1 0 1 1 2 0 1 1 0],0.20663,0.05055,0.20874,0.08333,0.23168,0.18808,0.20761
13,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.2, 0.3]",,aff_esk_sim,[1 0 0 0 0 1 1 0 1 1 2 0 1 1 0],0.20663,0.05055,0.20874,0.08333,0.23168,0.18808,0.20761
14,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.2, 0.3]",,spect_lin_sim,[1 0 0 0 0 1 1 0 1 1 2 0 1 1 0],0.20663,0.05055,0.20874,0.08333,0.23168,0.18808,0.20761
15,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.2, 0.3]",,aff_lin_sim,[1 0 0 0 0 1 1 0 1 1 2 0 1 1 0],0.20663,0.05055,0.20874,0.08333,0.23168,0.18808,0.20761
16,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.2, 0.3]",,comp_hr_esk_dis,[0 1 1 1 1 0 0 1 0 0 2 1 0 0 1],0.20663,0.05055,0.20874,0.08333,0.23168,0.18808,0.20761
17,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.2, 0.3]",,avg_hr_esk_dis,[1 0 0 0 0 1 1 0 1 1 2 0 1 1 0],0.20663,0.05055,0.20874,0.08333,0.23168,0.18808,0.20761
18,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.2, 0.3]",,comp_hr_lin_din,[0 1 1 1 1 0 0 1 0 0 2 1 0 0 1],0.20663,0.05055,0.20874,0.08333,0.23168,0.18808,0.20761
19,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.2, 0.3]",,avg_hr_lin_dis,[0 1 1 1 1 0 0 1 0 0 2 1 0 0 1],0.20663,0.05055,0.20874,0.08333,0.23168,0.18808,0.20761
20,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.3, 0.5]",,spectral warp,[0 0 0 1 0 0 0 2 1 0 0 1 0 2 0],0.06054,-0.13131,0.06225,-0.07843,0.07032,0.0551,0.06179
21,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.3, 0.5]",,aff prop,[0 0 0 1 0 0 0 2 1 0 0 1 0 3 0],0.15296,-0.11048,0.14946,-0.0678,0.16045,0.13923,0.14909
22,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.3, 0.5]",,pca,[1 1 1 0 1 1 1 1 0 1 1 1 1 0 1],0.0,-0.0895,0.0,-0.05755,0.0,0.0,0.0
23,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.3, 0.5]",,spectral overlap,[0 0 0 1 2 0 2 0 1 0 0 1 0 0 0],0.06054,-0.13131,0.06225,-0.07843,0.07032,0.0551,0.06179
24,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.3, 0.5]",,km_choice,[1 1 1 2 2 1 2 0 2 1 1 1 1 0 1],0.18484,0.0073,0.1831,-0.0118,0.19926,0.16825,0.18245
25,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.3, 0.5]",,km_ent,[0 0 0 2 0 0 0 0 2 0 0 2 0 1 0],0.07951,-0.09576,0.0888,-0.05729,0.10894,0.07238,0.08697
26,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.3, 0.5]",,km_con,[0 0 0 1 1 0 1 1 1 0 0 0 0 2 0],0.23776,0.08075,0.24557,0.03448,0.27866,0.21642,0.24363
27,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.3, 0.5]",,spect_cos_cat,[0 0 0 1 0 0 0 2 1 0 0 0 0 2 0],0.1144,-0.0724,0.1248,-0.04724,0.14959,0.10413,0.12278
28,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.3, 0.5]",,aff_cos_cat,[5 5 5 0 5 5 1 2 3 5 5 5 5 4 5],0.39533,0.00511,0.34825,0.0058,0.33703,0.35985,0.34806
29,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.3, 0.5]",,spect_cos_ent,[0 0 0 1 0 0 2 2 1 0 0 1 0 1 0],0.18484,0.0073,0.1831,-0.0118,0.19926,0.16825,0.18245
30,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.3, 0.5]",,aff_cos_ent,[0 1 4 2 3 5 4 4 2 5 1 2 5 2 0],0.38191,-0.05559,0.2783,-0.05556,0.22281,0.34763,0.27156
31,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.3, 0.5]",,spect_rbf,[0 0 0 2 0 0 0 1 2 0 0 2 0 1 0],0.06054,-0.13131,0.06225,-0.07843,0.07032,0.0551,0.06179
32,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.3, 0.5]",,spect_esk_sim,[0 0 0 2 2 0 2 2 2 0 0 0 0 1 0],0.23776,0.08075,0.24557,0.03448,0.27866,0.21642,0.24363
33,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.3, 0.5]",,aff_esk_sim,[1 1 1 0 0 1 0 0 0 1 1 1 1 2 1],0.23776,0.08075,0.24557,0.03448,0.27866,0.21642,0.24363
34,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.3, 0.5]",,spect_lin_sim,[0 0 0 1 1 0 1 1 1 0 0 0 0 2 0],0.23776,0.08075,0.24557,0.03448,0.27866,0.21642,0.24363
35,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.3, 0.5]",,aff_lin_sim,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.0,0.0,0.0,0.0,1.0,0.0,0.0
36,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.3, 0.5]",,comp_hr_esk_dis,[1 1 1 0 0 1 0 0 0 1 1 1 1 2 1],0.23776,0.08075,0.24557,0.03448,0.27866,0.21642,0.24363
37,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.3, 0.5]",,avg_hr_esk_dis,[1 1 1 0 0 1 0 0 0 1 1 1 1 2 1],0.23776,0.08075,0.24557,0.03448,0.27866,0.21642,0.24363
38,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.3, 0.5]",,comp_hr_lin_din,[1 1 1 0 0 1 0 0 0 1 1 1 1 2 1],0.23776,0.08075,0.24557,0.03448,0.27866,0.21642,0.24363
39,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.3, 0.5]",,avg_hr_lin_dis,[1 1 1 0 0 1 0 0 0 1 1 1 1 2 1],0.23776,0.08075,0.24557,0.03448,0.27866,0.21642,0.24363
40,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.5, 0.9]",,spectral warp,[2 1 1 2 1 0 1 0 1 1 1 2 0 0 0],0.27833,0.11027,0.25992,0.05769,0.26666,0.25334,0.25983
41,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.5, 0.9]",,aff prop,[0 0 0 0 0 1 1 1 0 0 0 0 1 1 1],0.22434,0.14103,0.2609,0.13223,0.33333,0.2042,0.25326
42,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.5, 0.9]",,pca,[1 1 1 1 1 0 0 0 1 0 1 1 0 0 0],0.29979,0.21621,0.34409,0.23529,0.43389,0.27288,0.33504
43,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.5, 0.9]",,spectral overlap,[2 2 0 2 0 1 1 1 1 1 1 0 1 1 1],0.55913,0.41179,0.54723,0.33333,0.58839,0.50894,0.54579
44,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.5, 0.9]",,km_choice,[1 2 1 1 1 0 2 0 2 2 2 2 0 2 2],0.45167,0.29655,0.42887,0.23676,0.44737,0.41113,0.42849
45,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.5, 0.9]",,km_ent,[0 2 2 0 2 1 1 1 2 2 2 0 1 1 1],0.28949,0.1232,0.26891,0.0712,0.27442,0.2635,0.26885
46,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.5, 0.9]",,km_con,[1 0 1 1 1 2 2 2 0 0 0 0 2 2 2],0.46971,0.3187,0.43019,0.23762,0.43284,0.42755,0.43018
47,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.5, 0.9]",,spect_cos_cat,[1 1 1 1 1 2 2 2 1 1 1 1 2 0 0],0.35164,0.18851,0.34833,0.15339,0.37908,0.32008,0.34709
48,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.5, 0.9]",,aff_cos_cat,[0 0 0 0 0 0 0 0 0 0 0 0 1 2 3],0.27607,0.04805,0.31037,0.07353,0.38336,0.25129,0.30358
49,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.5, 0.9]",,spect_cos_ent,[2 1 1 2 1 0 0 0 1 0 0 2 0 0 0],0.45167,0.29655,0.42887,0.23676,0.44737,0.41113,0.42849
50,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.5, 0.9]",,aff_cos_ent,[0 1 1 2 1 3 3 3 1 3 3 4 3 3 3],0.57898,0.28224,0.4982,0.23718,0.47097,0.52701,0.49741
51,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.5, 0.9]",,spect_rbf,[0 2 2 0 2 1 1 1 2 2 0 0 1 1 1],0.41218,0.25637,0.37749,0.14521,0.37982,0.37518,0.37749
52,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.5, 0.9]",,spect_esk_sim,[1 0 1 1 1 2 0 2 0 0 0 0 2 0 0],0.45167,0.29655,0.42887,0.23676,0.44737,0.41113,0.42849
53,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.5, 0.9]",,aff_esk_sim,[0 2 0 0 0 1 2 1 2 2 2 2 1 2 3],0.50266,0.25634,0.43587,0.20667,0.41523,0.45754,0.43536
54,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.5, 0.9]",,spect_lin_sim,[2 0 2 2 2 1 0 1 0 0 0 0 1 0 0],0.45167,0.29655,0.42887,0.23676,0.44737,0.41113,0.42849
55,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.5, 0.9]",,aff_lin_sim,[0 2 0 0 0 1 2 1 2 2 2 2 1 2 2],0.45167,0.29655,0.42887,0.23676,0.44737,0.41113,0.42849
56,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.5, 0.9]",,comp_hr_esk_dis,[1 0 1 1 1 0 0 0 0 0 0 0 0 0 2],0.46971,0.32608,0.5,0.2865,0.58472,0.42755,0.49393
57,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.5, 0.9]",,avg_hr_esk_dis,[1 0 1 1 1 0 0 0 0 0 0 0 0 0 2],0.46971,0.32608,0.5,0.2865,0.58472,0.42755,0.49393
58,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.5, 0.9]",,comp_hr_lin_din,[1 0 1 1 1 2 0 2 0 0 0 0 2 0 0],0.45167,0.29655,0.42887,0.23676,0.44737,0.41113,0.42849
59,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.1, 0.5, 0.9]",,avg_hr_lin_dis,[1 0 1 1 1 0 0 0 0 0 0 0 0 0 2],0.46971,0.32608,0.5,0.2865,0.58472,0.42755,0.49393
60,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.3, 0.7, 1.1]",,spectral warp,[2 0 0 2 0 1 1 2 2 1 0 2 1 2 1],0.28487,0.11846,0.2609,0.05281,0.26251,0.2593,0.2609
61,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.3, 0.7, 1.1]",,aff prop,[0 0 0 0 0 1 1 0 0 1 0 0 1 0 1],0.18784,0.10285,0.22463,0.08533,0.29511,0.17098,0.21651
62,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.3, 0.7, 1.1]",,pca,[0 0 0 0 0 1 1 0 0 1 0 0 1 0 1],0.18784,0.10285,0.22463,0.08533,0.29511,0.17098,0.21651
63,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.3, 0.7, 1.1]",,spectral overlap,[0 0 0 0 0 0 0 2 0 1 0 0 0 0 0],0.16834,0.01277,0.23059,0.02252,0.34702,0.15323,0.21259
64,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.3, 0.7, 1.1]",,km_choice,[1 1 1 1 1 2 2 1 1 2 1 1 0 1 2],0.26222,0.10373,0.27913,0.09366,0.32642,0.23868,0.27574
65,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.3, 0.7, 1.1]",,km_ent,[1 2 2 1 2 0 0 1 1 0 2 2 0 2 0],0.41218,0.25637,0.37749,0.14521,0.37982,0.37518,0.37749
66,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.3, 0.7, 1.1]",,km_con,[1 2 2 1 2 0 0 1 1 0 2 2 0 2 0],0.41218,0.25637,0.37749,0.14521,0.37982,0.37518,0.37749
67,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.3, 0.7, 1.1]",,spect_cos_cat,[2 0 0 2 0 1 1 2 0 1 0 0 0 0 2],0.30172,0.1335,0.28649,0.10592,0.29885,0.27464,0.28623
68,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.3, 0.7, 1.1]",,aff_cos_cat,[0 0 0 0 0 2 1 0 0 2 0 0 3 0 4],0.41218,0.11232,0.3783,0.07471,0.38144,0.37518,0.37829
69,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.3, 0.7, 1.1]",,spect_cos_ent,[1 0 0 1 0 0 2 1 0 0 2 0 0 2 0],0.18484,0.00369,0.1809,-0.04167,0.19451,0.16825,0.18043
70,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.3, 0.7, 1.1]",,aff_cos_ent,[4 0 1 4 2 4 3 4 4 4 3 4 4 3 4],0.3348,0.01071,0.2953,-0.00612,0.28615,0.30474,0.29516
71,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.3, 0.7, 1.1]",,spect_rbf,[2 0 0 2 0 1 1 2 2 1 0 0 1 0 1],0.41218,0.25637,0.37749,0.14521,0.37982,0.37518,0.37749
72,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.3, 0.7, 1.1]",,spect_esk_sim,[0 0 0 0 0 1 1 0 0 1 0 0 2 0 1],0.26222,0.10373,0.27913,0.09366,0.32642,0.23868,0.27574
73,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.3, 0.7, 1.1]",,aff_esk_sim,[0 0 0 0 0 2 1 0 0 2 0 0 3 0 4],0.41218,0.11232,0.3783,0.07471,0.38144,0.37518,0.37829
74,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.3, 0.7, 1.1]",,spect_lin_sim,[1 1 1 1 1 0 0 1 0 0 2 2 2 1 2],0.727,0.59677,0.6735,0.56958,0.68546,0.66174,0.67339
75,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.3, 0.7, 1.1]",,aff_lin_sim,[0 0 0 0 0 1 1 0 0 1 0 0 2 0 3],0.41218,0.19392,0.40277,0.12994,0.43238,0.37518,0.40175
76,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.3, 0.7, 1.1]",,comp_hr_esk_dis,[0 0 0 0 0 1 1 0 0 1 0 0 0 0 2],0.33873,0.18296,0.37828,0.125,0.4641,0.30833,0.37051
77,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.3, 0.7, 1.1]",,avg_hr_esk_dis,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 2],0.15149,-0.00511,0.20752,-0.00901,0.3123,0.13789,0.19131
78,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.3, 0.7, 1.1]",,comp_hr_lin_din,[1 1 1 1 1 0 0 1 1 0 1 1 2 1 0],0.26222,0.10373,0.27913,0.09366,0.32642,0.23868,0.27574
79,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.3, 0.7, 1.1]",,avg_hr_lin_dis,[1 1 1 1 1 0 0 1 1 0 1 1 2 1 0],0.26222,0.10373,0.27913,0.09366,0.32642,0.23868,0.27574
80,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,spectral warp,[1 0 1 1 0 1 1 0 1 1 1 2 2 1 2],0.3348,0.16719,0.32767,0.08333,0.35232,0.30474,0.32681
81,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,aff prop,[1 0 1 1 0 1 1 2 1 1 1 3 3 1 3],0.4621,0.24123,0.42471,0.10909,0.42883,0.42062,0.42469
82,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,pca,[0 1 0 0 1 0 0 1 0 0 0 0 0 0 0],0.10926,0.01886,0.14737,0.00959,0.21835,0.09946,0.13666
83,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,spectral overlap,[2 1 0 0 0 2 0 0 0 2 0 2 0 2 2],0.11688,-0.04584,0.11872,-0.0531,0.13247,0.10639,0.11801
84,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,km_choice,[1 2 1 1 2 1 1 2 1 1 1 2 2 0 2],0.17442,0.01545,0.17715,0.0295,0.19768,0.15876,0.1761
85,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,km_ent,[1 0 1 1 0 1 1 0 2 1 1 2 2 1 2],0.24418,0.07093,0.23185,0.01869,0.24186,0.22226,0.23165
86,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,km_con,[1 0 1 1 0 1 1 0 2 1 1 2 2 1 2],0.24418,0.07093,0.23185,0.01869,0.24186,0.22226,0.23165
87,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,spect_cos_cat,[1 2 0 0 2 1 0 2 1 0 0 2 2 1 2],0.06515,-0.11957,0.05967,-0.08581,0.06004,0.0593,0.05967
88,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,aff_cos_cat,[0 1 0 0 1 0 0 1 0 0 0 1 2 1 1],0.17442,0.01545,0.17715,0.0295,0.19768,0.15876,0.1761
89,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,spect_cos_ent,[1 2 2 0 2 1 2 0 1 0 0 1 1 2 2],0.06515,-0.11957,0.05967,-0.08581,0.06004,0.0593,0.05967
90,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,aff_cos_ent,[2 0 5 5 1 2 5 3 4 5 5 4 2 5 5],0.28294,-0.12683,0.22131,-0.10526,0.19017,0.25754,0.21879
91,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,spect_rbf,[1 0 2 2 0 1 2 0 1 2 2 1 1 2 1],0.1273,-0.05255,0.11825,-0.06472,0.12068,0.11588,0.11823
92,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,spect_esk_sim,[0 1 2 2 1 2 2 1 0 2 2 1 1 1 1],0.15564,-0.01942,0.14917,0.01869,0.15708,0.14167,0.14897
93,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,aff_esk_sim,[0 1 0 0 1 0 0 1 0 0 0 1 1 1 1],0.13298,0.05255,0.15264,0.07843,0.19247,0.12105,0.14862
94,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,spect_lin_sim,[0 2 1 1 2 1 1 2 0 0 1 0 0 0 0],0.17368,-0.00324,0.16219,0.01282,0.1664,0.15809,0.16213
95,"[0, 2, 4]","[1, 1, 1]",100.0,5.0,softmax,"[0.5, 0.5, 0.5]","[0.5, 0.9, 1.3]",,aff_lin_sim,[0 1 2 2 1 2 2 1 0 2 2 1 1 1 1],0.15564,-0.01942,0.14917,0.01869,0.15708,0.14167,0.14897
