,no_clust,algorithm,predictions
166,9.0,spect_esk_sim,[6 5 7 5 2 0 7 3 2 7 5 0 8 8 3 7 8 4 1 0 7 1 4 1 1 4 0 2 4 7 5 4 0 0]
167,9.0,aff_esk_sim,[3 3 3 0 3 1 3 0 3 3 0 1 2 2 3 4 4 3 1 4 3 4 3 1 4 3 1 3 3 1 0 3 4 1]
168,9.0,spect_lin_sim,[8 4 1 5 1 0 1 2 1 1 6 0 6 6 2 0 6 1 3 4 0 3 4 3 7 4 7 7 4 8 8 4 4 0]
169,9.0,aff_lin_sim,[3 2 3 4 1 0 3 2 1 3 2 0 2 2 4 5 5 3 0 5 3 5 3 1 5 3 0 3 3 0 4 3 5 0]
170,9.0,comp_hr_esk_dis,[2 0 4 8 7 1 4 8 7 3 0 1 0 0 2 6 2 4 1 5 4 1 5 1 1 4 1 3 4 6 2 5 5 1]
171,9.0,avg_hr_esk_dis,[2 6 3 3 8 1 7 3 8 3 0 1 6 0 5 1 5 3 1 1 3 1 1 4 4 3 1 4 3 2 2 3 1 1]
172,9.0,comp_hr_lin_din,[3 2 5 1 6 7 0 1 6 1 8 7 8 8 0 0 4 2 5 7 2 4 3 5 6 1 4 6 2 3 0 2 7 7]
173,9.0,avg_hr_lin_dis,[6 7 1 8 0 3 1 8 0 1 2 3 2 2 4 3 4 1 3 3 1 3 5 3 0 1 3 0 1 6 6 7 3 3]
174,9.0,spect_edr,[0 5 3 0 0 1 0 5 5 2 8 1 6 0 0 3 3 7 0 2 2 3 2 0 0 1 4 3 4 3 0 5 1 1]
175,9.0,aff_edr,[1 1 2 1 1 0 1 1 1 1 1 0 1 1 1 2 2 0 1 1 1 2 1 1 1 0 3 2 3 2 1 1 0 0]
