,mu,sigma,trials,cluster size,decision,alpha,tau,epsilon,clustering,labels,mut inf scr,adj mis,norm mis,adj rand s,complet,homogen,vmeas,mut inf scr1,adj mis1,norm mis1,adj rand s1,complet1,homogen1,vmeas1
49,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.9]",,km_ent,[1 1 0 1 0 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0],0.34201,0.47249,0.51054,0.46434,0.52825,0.49342,0.51024,3.0,2.0,1.0,1.0,1.0,3.0,1.0
50,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.9]",,km_con,[1 0 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0],0.27436,0.3704,0.42163,0.3304,0.44913,0.39582,0.42079,8.0,7.0,6.0,5.0,5.0,8.0,6.0
51,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.9]",,spect_cos_cat,[1 0 1 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0],0.21576,0.28139,0.34559,0.21918,0.38369,0.31128,0.34371,19.0,17.0,18.0,18.0,16.0,19.0,18.0
52,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.9]",,aff_cos_cat,[3 4 0 1 4 1 2 3 4 4 4 4 4 4 4 4 4 4 4 4],0.27436,0.15159,0.32794,0.18857,0.27171,0.39582,0.32222,8.0,19.0,19.0,19.0,19.0,8.0,19.0
53,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.9]",,spect_cos_ent,[0 0 1 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 1 1],0.02101,-0.00937,0.03076,-0.01109,0.03121,0.03031,0.03075,21.0,21.0,21.0,21.0,21.0,21.0,21.0
54,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.9]",,aff_cos_ent,[0 0 3 0 3 0 4 0 1 2 4 3 4 4 3 4 4 4 3 4],0.37419,0.1985,0.3855,0.26507,0.27529,0.53984,0.36464,2.0,18.0,17.0,16.0,18.0,2.0,17.0
55,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.9]",,spect_rbf,[1 1 0 1 0 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0],0.34201,0.47249,0.51054,0.46434,0.52825,0.49342,0.51024,3.0,2.0,1.0,1.0,1.0,3.0,1.0
56,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.9]",,spect_esk_sim,[0 1 0 0 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1],0.27436,0.3704,0.42163,0.3304,0.44913,0.39582,0.42079,8.0,5.0,6.0,5.0,5.0,8.0,6.0
57,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.9]",,aff_esk_sim,[0 1 0 0 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1],0.27436,0.3704,0.42163,0.3304,0.44913,0.39582,0.42079,8.0,5.0,6.0,5.0,5.0,8.0,6.0
58,"[0, 1, 2]","[1, 1, 1]",100.0,10.0,softmax,"[0.5, 0.5]","[0.1, 0.9]",,spect_lin_sim,[1 0 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0],0.27436,0.3704,0.42163,0.3304,0.44913,0.39582,0.42079,8.0,7.0,6.0,5.0,5.0,8.0,6.0
